filename,PSNR,SSIM,LPIPS,CAMBI,BBAND,CLIP-IQA (quality),CLIP-IQA (noisiness),CGVQM,DBI
_000001_0001.png_250250.png,39.418182157678594,0.9819833472661972,0.0791055411100387,0.072347,1.14964802601415,0.5212771892547607,0.989410161972046,98.23641967773438,0.0
_000001_0001.png_250400.png,39.42960624479615,0.9806325916919708,0.0722612589597702,0.620643,1.24591029404049,0.7864384055137634,0.9946736693382264,98.26437377929688,0.0
_000001_0002.png_7001600.png,36.808334758918406,0.9694249545955658,0.0720929726958274,0.117823,1.14095464575772,0.8647068738937378,0.9967495203018188,97.40164947509766,0.023355983373908998
_000001_0002.png_7751525.png,38.4073087004417,0.9794642550029756,0.0660416558384895,0.012787,1.25832678468155,0.8163823485374451,0.9960358738899232,98.3534927368164,0.00783912145779133
_000001_0006.png_7751375.png,39.682641651177875,0.9640556378984452,0.0538533926010131,3.975838,1.83112278598231,0.5625243186950684,0.9471502900123596,98.86456298828124,0.0
_000001_0007.png_1001225.png,44.79521477673026,0.9960263227434158,0.0082807457074522,15.098442,2.91429302907421,0.7839802503585815,0.9945287108421326,99.73181915283205,0.0
_000001_0007.png_175100.png,46.365193636421445,0.9965066836709976,0.0089837592095136,15.65546,1.67247311248408,0.8190264105796814,0.9952985644340516,99.84296417236328,0.0
_000001_0007.png_1751225.png,40.11126446888456,0.9947363195209504,0.0066583855077624,11.21628,1.08935360549114,0.8647496104240417,0.9920727610588074,99.3704071044922,0.03922064063677301
_000001_0007.png_175550.png,46.575688509764475,0.9970108994913102,0.0058341994881629,14.348542,2.59082773673675,0.7975547909736633,0.994045615196228,99.86639404296876,0.0
_000001_0007.png_250625.png,45.08740703601823,0.99641862104702,0.0074144937098026,15.415094,2.8755515029709,0.7937302589416504,0.9935227632522584,99.71710968017578,0.007820743865966798
_000001_0007.png_325250.png,39.041696576100954,0.9954231605863572,0.0050267651677131,8.285623,0.0394007270791829,0.8093944787979126,0.9949223399162292,99.08221435546876,0.07820429532178094
_000001_0007.png_400100.png,39.55438367206797,0.9933846721887588,0.0088078752160072,4.493037,0.487594657149796,0.957308292388916,0.9967201352119446,99.02020263671876,0.06250544589759743
_000001_0007.png_400550.png,38.26025078182983,0.989551375943184,0.0101537127047777,4.285625,0.56047712040749,0.7075774073600769,0.9976311922073364,98.32556915283205,0.13272982993659277
_000001_0008.png_100775.png,39.35619911796152,0.9843752277183532,0.0248168669641017,0.940904,1.75923139207916,0.9316373467445374,0.9914485812187196,98.94010162353516,0.0
_000001_0008.png_175925.png,43.73033939976767,0.9916936157369614,0.0357071161270141,0.003451,2.09574779232464,0.8558778762817383,0.9942500591278076,99.63328552246094,0.0
_000001_0008.png_2501075.png,42.21181693116074,0.9936849073791504,0.0255490653216838,0.047369,1.08103871140599,0.8299530744552612,0.996857762336731,99.57968139648438,0.046842837620290886
_000001_0008.png_250775.png,38.52199089726607,0.98596603369236,0.0334455259144306,0.0,1.85610403691089,0.8006391525268555,0.9947722554206848,99.30963134765624,0.0
_000001_0008.png_475925.png,43.12755661195333,0.9913807245788574,0.0224808007478714,0.102977,1.77053741506221,0.7145702838897705,0.993797481060028,99.4126968383789,0.0
_000001_0008.png_625700.png,38.58082248874873,0.985799878862381,0.0354803949594497,0.0,1.45006342275994,0.7933654189109802,0.9949368238449096,98.48662567138672,0.007827386100229398
_000001_0008.png_775850.png,42.3513409044483,0.9878248223285676,0.0166850592941045,0.0,1.23883875108173,0.7924708127975464,0.9948768019676208,99.01235961914062,0.0
_000001_0015.png_175775.png,38.52334188581815,0.9903184030103684,0.0176615044474601,0.0,0.697097508913484,0.5403715372085571,0.9937080144882202,98.05819702148438,0.03137651126601875
_000001_0018.png_100250.png,43.07309918432165,0.9927992825937272,0.0312494970858097,0.0,2.19596358773107,0.8105100989341736,0.9935890436172484,99.63536834716795,0.0
_000001_0018.png_100550.png,40.77312703964937,0.9879284110040664,0.0197895057499408,0.088279,1.46560813074157,0.7453635931015015,0.9925467371940612,98.7271728515625,0.015688187771518234
_000001_0018.png_175175.png,42.07394574667761,0.9863224363584518,0.0328860580921173,0.0,1.82805490187581,0.6964492797851562,0.9913523197174072,99.02977752685548,0.00784412937911433
_000001_0019.png_550700.png,42.68734037926219,0.9884499112415314,0.0292984247207641,12.858539,2.58643293525465,0.6551166772842407,0.9943348169326782,99.22354888916016,0.0
_000001_0020.png_400850.png,37.87923681681655,0.9851510984048844,0.0138236079365015,0.136096,0.759864055587944,0.7336058020591736,0.995149314403534,98.72479248046876,0.04676765797783972
_000001_0020.png_475850.png,38.85260060388162,0.986858748339653,0.0151760894805192,0.09299,0.948365417029052,0.6862083077430725,0.9926469326019288,99.0053482055664,0.02338554108111539
_000001_0020.png_550925.png,38.74309882227157,0.9870262841415404,0.0334057658910751,0.469764,1.11029000961781,0.7970862984657288,0.9912742972373962,98.81207275390624,0.015639301216368
_000001_0020.png_625775.png,39.6037640391243,0.9865629716558456,0.025491839274764,0.049085,1.24754348922736,0.7387160062789917,0.9949427247047424,99.26248168945312,0.0
_000001_0022.png_7001075.png,39.19820884718864,0.9832715956525804,0.03911604732275,2.28232,1.12101078605394,0.6727955937385559,0.9918318390846252,97.73291778564452,0.007793716603172395
_000001_0022.png_7001225.png,39.834576277976936,0.9883452317085266,0.0459130071103572,5.202283,1.46318661994073,0.8359325528144836,0.9955750703811646,98.16441345214844,0.0
_000001_0022.png_775100.png,38.27460250152565,0.989812282394886,0.0176751092076301,5.41275,0.732525048534984,0.5977814793586731,0.9931600093841552,97.93885040283205,0.13312041135644287
_000001_0022.png_7751075.png,38.87442049372589,0.985546776137352,0.0374293401837348,3.664665,0.944947715529293,0.6778597831726074,0.9821004271507264,97.6953582763672,0.00784412937911433
_000001_0023.png_625250.png,41.71938234254302,0.9919350813875198,0.0201998930424451,2.324085,1.67704706778104,0.8544443845748901,0.988585889339447,98.96312713623048,0.0
