Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,41.54575118402067,0.9879376452297104,0.03695836475404753,3.5225740307273434,1.34327423851775,0.021847980446049655
Median,41.535721093103305,0.9889637640800476,0.02959005720913405,1.197736,1.37928208131693,0.0
Min,28.099669146241595,0.837545402323246,0.0009550257818773,0.0,0.0,0.0
Max,55.202741251871494,0.9992020661334992,0.2336248904466629,21.504175,4.18664361167804,0.5154849347379578
Std,3.2176122985791387,0.007254670473198069,0.028497215018761353,4.528512741442408,0.605781810610905,0.04338991338531932
