Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,33.26301087081483,0.897526725894958,0.1154288947144523,0.556936518,0.19760885540707784,0.2273657018048532
Median,33.92267131016813,0.9560680128368122,0.11070935800671575,0.048913,0.2074197445146115,0.20286635804252012
Min,21.95337434296155,0.0546948133161372,0.0143189840018749,0.0,0.0040895774159835,0.0
Max,40.96596070429601,0.996887895072794,0.3400424420833587,9.075726,0.932490971689525,0.9764689059969944
Std,3.0476775793136532,0.12549425323545532,0.04320382392100219,1.035681865248475,0.06297095123799042,0.17241545261256638
