Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,38.50537371939411,0.97613203644796,0.06600150514859704,0.6909842735,0.4755156371321841,0.08204941689514837
Median,39.02504151883726,0.9840278013526444,0.0542691890150308,0.13173600000000002,0.5066784911013265,0.0548254027009757
Min,24.085119462532703,0.7269814539984267,0.00081392750144,0.0,0.0080095675205832,0.0
Max,50.08760936323598,0.9994160162961916,0.4148174226284027,11.639697,1.13183520989219,0.7577412800425494
Std,3.527699125315114,0.02702923035506984,0.04318217893179375,1.207852379401129,0.15259473592097533,0.08476514494093813
