Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,33.129851731196815,0.8970613492823649,0.11612200651131567,0.561134081,0.1982458950527277,0.2246350288120868
Median,33.75782491301112,0.9556190362740349,0.11043462902307505,0.047872,0.20756577080202848,0.1953272001379378
Min,21.921793005832697,0.0542467221084257,0.0121612977236509,0.0,0.0041725827378911,0.0
Max,40.5436426932353,0.9973721012338768,0.354758083820343,9.075475,0.915507305526658,0.9764689059969944
Std,3.0568328257000825,0.12575609049791261,0.043434926337233545,1.044287676287278,0.06357538765884618,0.1713410088057706
