Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,38.92551512378182,0.9765818198135764,0.06278159921080802,0.6468964960000001,0.5192512129219023,0.14752663903406618
Median,39.411001459440804,0.9842783639572099,0.0505251940339803,0.11730399999999999,0.556175739614459,0.1172813765263369
Min,24.069635135689133,0.7380513474000763,0.000766925048083,0.0,0.0079836838374062,0.0
Max,48.66670606887652,0.99930282141258,0.411382645368576,8.88889,1.24540486934804,0.8830123275860077
Std,3.4796395929078208,0.026924405281126284,0.042908953782930956,1.1625950039176183,0.16730599342701954,0.12843972936125453
