filename,PSNR,SSIM,LPIPS,CAMBI,BBAND,CLIP-IQA (quality),CLIP-IQA (noisiness),DBI
000001_0001.png,33.11644510081604,0.7351246618108752,0.14684809744358063,1.199612,0.17996963026817,0.6099011301994324,0.9936246871948242,0.32830992092153644
000001_0002.png,31.21428194554559,0.9341087559166917,0.09748809039592743,0.0,0.202965343051493,0.7277296781539917,0.9892663955688477,0.17217264082706635
000001_0003.png,30.943389438246236,0.9335327310899791,0.11262892931699753,0.014277,0.185373520666402,0.7294642329216003,0.9961627721786499,0.17982600933754644
000001_0004.png,29.658299333913476,0.9394183305010183,0.07863196730613708,0.00163,0.0455621393124383,0.8128448128700256,0.9960222840309143,0.0
000001_0005.png,29.961127831270268,0.9652957643499063,0.055055171251297,0.0,0.0106662426875719,0.7453585267066956,0.9929414987564087,0.03140592864990235
000001_0006.png,33.29122247096254,0.8847228573364702,0.09055706858634949,1.544163,0.0894184109293574,0.6666638255119324,0.9899234175682068,0.3045199376260696
000001_0007.png,32.081357777801,0.9735506827686287,0.05741611123085022,0.261355,0.0431137386424092,0.7061132788658142,0.9951647520065308,0.17172545399553382
000001_0008.png,35.90267518668543,0.9665716761134051,0.10947000235319138,0.000477,0.224549287093679,0.6534953713417053,0.966925323009491,0.39032103383671046
000001_0009.png,30.8383833207266,0.9661615281492967,0.03970830515027046,0.0,0.0679914256267372,0.6567928194999695,0.9908850789070129,0.0
000001_0010.png,31.02774555833515,0.9371156768359026,0.08747579157352448,0.001453,0.0744958459275579,0.8230234384536743,0.9940584897994995,0.0
000001_0011.png,31.693426697150677,0.9385803905264547,0.08802684396505356,0.01912,0.162195896503229,0.7552511692047119,0.9909157156944275,0.07807600332698385
000001_0012.png,33.02361094394489,0.9581184999951062,0.0779111236333847,0.0,0.17417891489894,0.7764213681221008,0.9943286776542664,0.19549224724186187
000001_0013.png,32.922984709742636,0.9289417076126648,0.11429669708013535,0.0,0.259785823782318,0.753049910068512,0.9826886653900146,0.10167482614204953
000001_0014.png,30.54264988596996,0.9467119847590225,0.09874674677848816,0.0,0.180296466717887,0.8415877819061279,0.9949842691421509,0.0
000001_0015.png,31.06773064193323,0.9612329422190566,0.07535044848918915,0.0,0.0834347820420061,0.6529636979103088,0.9926061630249023,0.046823617900563025
000001_0016.png,22.63781490190268,0.3097641115646227,0.0582723543047905,5.129244,0.0368949514094939,0.4875645041465759,0.9932425618171692,0.0
000001_0017.png,29.1457502277456,0.9614207010072299,0.06323415040969849,0.0,0.0047251964348015,0.6037963628768921,0.9971170425415039,0.02337829892116518
000001_0018.png,33.73642199092104,0.9616787883906914,0.061840035021305084,0.0,0.129239493679629,0.8558897376060486,0.9960825443267822,0.17202592618254361
000001_0019.png,31.6067027404174,0.9344660835349444,0.1552334427833557,0.120379,0.239983062133088,0.6805142164230347,0.9891736507415771,0.2343077099471618
