Statistic,PSNR,SSIM,LPIPS,CAMBI,BBAND,DBI
Mean,35.63247807230689,0.9583699570636366,0.06601809008704242,0.3374127909722222,0.4110153775268224,0.3119629810743309
Median,35.55982608192715,0.9704844931935602,0.0562684386968612,0.044252,0.408467562079783,0.26534208098444445
Min,25.95727976407249,0.3389738329312301,0.0007634377107024,0.0,0.0014520852696812,0.0
Max,44.70762677045471,0.999059048906216,0.3080216348171234,8.632565,4.01286022618814,0.9922361719927788
Std,1.9878293315817919,0.0496287740883132,0.03943524681226521,0.7395783448625252,0.27012237308122644,0.2505377145353167
