filename,PSNR,SSIM,LPIPS,CAMBI,BBAND,CLIP-IQA (quality),CLIP-IQA (noisiness),DBI
000001_0001.png,40.25616454666033,0.9892816498511344,0.06292684376239777,0.404371,0.559935027169689,0.6696974039077759,0.9944592714309692,0.10168547431752782
000001_0002.png,36.385470253808386,0.9665605856414711,0.05164945498108864,0.013699,0.433521762992847,0.7494978308677673,0.9865905046463013,0.06269664697687276
000001_0003.png,36.6535917063363,0.9636166818478337,0.05541536584496498,0.032207,0.389093552807565,0.746719479560852,0.996936559677124,0.10937349754943732
000001_0004.png,34.878710835887205,0.975914842619734,0.02759069763123989,0.003457,0.0760117504663071,0.8072177171707153,0.9964562058448792,0.0
000001_0005.png,34.39871967992054,0.9845501417838448,0.02323833666741848,0.0,0.0262558907902434,0.6269723773002625,0.9942370653152466,0.01568566982269287
000001_0006.png,37.80514972990739,0.9794576592170833,0.04214433580636978,1.082422,0.245539367848643,0.6682526469230652,0.9875327944755554,0.2185750200335852
000001_0007.png,37.88281356711289,0.9901954196572176,0.015424774959683418,1.043605,0.141576389266953,0.7008664608001709,0.9950075149536133,0.054708505727822695
000001_0008.png,40.224676532845095,0.9879317658445569,0.07065243273973465,0.098989,0.541443608951822,0.6860958933830261,0.9631736874580383,0.03910927302193796
000001_0009.png,34.06940307507557,0.9842049611678942,0.02250039204955101,0.0,0.139435475000647,0.6992153525352478,0.9938655495643616,0.0
000001_0010.png,35.03043773586424,0.9756393026043123,0.0464588887989521,0.00679,0.185003745140388,0.8002480864524841,0.9937822222709656,0.0
000001_0011.png,36.214131890279084,0.9710441293692468,0.0443442165851593,0.004349,0.365879189625521,0.7471615076065063,0.9912296533584595,0.023349910275010197
000001_0012.png,38.63054542030504,0.9854589879900373,0.030604105442762375,0.0007,0.377980526787241,0.78403240442276,0.9954420328140259,0.062442119705058974
000001_0013.png,36.6365558570162,0.9628409765164835,0.0930192843079567,0.0,0.497711855196777,0.6991047859191895,0.9902593493461609,0.0781889389785057
000001_0014.png,35.543809006972545,0.9778057455880927,0.04697711765766144,0.0,0.391650343960139,0.8661352396011353,0.9958913326263428,0.015627426300569486
000001_0015.png,36.55870433586411,0.9820425717871737,0.03486660122871399,0.000521,0.256458309769916,0.6341440081596375,0.9925876259803772,0.02341774748107761
000001_0016.png,39.41337466231261,0.822544012290413,0.017603376880288124,4.300355,0.156945906389623,0.5281094312667847,0.9898155927658081,0.0
000001_0017.png,34.8556616575949,0.9839550693229236,0.024195238947868347,0.001457,0.0068894928599255,0.6748175024986267,0.9963668584823608,0.00779518055873842
000001_0018.png,37.71834414197348,0.9810784566559307,0.036257725208997726,0.008011,0.272605300177044,0.8525679707527161,0.9966022968292236,0.03915291165877827
000001_0019.png,38.307994965454796,0.9750794719183226,0.08011695742607117,0.353942,0.580999405006777,0.6772947907447815,0.9918531775474548,0.24204489029863635
000001_0020.png,37.156681150846424,0.9614309377421032,0.10610483586788177,0.005451,0.471076611500992,0.891146719455719,0.9956828355789185,0.07821945557574186
000001_0021.png,39.11594460178694,0.9828601564839511,0.05616209656000137,0.223615,0.469587983016184,0.5954013466835022,0.9939747452735901,0.062368654977534424
000001_0022.png,38.95249718303085,0.9852273985137802,0.04244580119848251,0.093496,0.469299639465167,0.8792728781700134,0.9951696991920471,0.14063093162287216
000001_0023.png,39.92785961502941,0.9880959846654784,0.0491614043712616,0.000742,0.559420008450587,0.6221087574958801,0.9855146408081055,0.10941689843683407
000001_0024.png,38.54326498469565,0.9801933596086814,0.03701407462358475,0.068296,0.388900629614555,0.7781894207000732,0.9975148439407349,0.08597328235580917
000001_0025.png,37.94281200035311,0.9815794602386889,0.03425495699048042,0.0,0.359063223861975,0.8478443622589111,0.9986918568611145,0.03127733934301439
000001_0026.png,36.32245166506391,0.981870364536342,0.02248557284474373,0.002061,0.0402361935669504,0.717474102973938,0.9906281232833862,0.1171066176887906
000001_0027.png,36.49150859113116,0.9817413599903766,0.024984976276755333,0.008908,0.081262180901401,0.6078073382377625,0.9939188957214355,0.1252218471000408
000001_0028.png,38.16559314583132,0.9790722137888687,0.05117589980363846,0.0,0.284965732335744,0.722615122795105,0.9965139031410217,0.0
000001_0029.png,38.7438738988206,0.9830377440117893,0.047273240983486176,0.075549,0.488433891327028,0.8855562806129456,0.9950032830238342,0.08593859915318403
000001_0030.png,30.85705848810833,0.9323156851337926,0.08093425631523132,0.0,0.378962495725507,0.8377273678779602,0.9896488189697266,0.023473423492273906
000001_0031.png,35.68174445051389,0.9780057200200913,0.03202946484088898,0.0,0.174108081653853,0.8126067519187927,0.9973587393760681,0.0
000001_0032.png,36.125218684019174,0.9716143682190083,0.03731193765997887,0.0,0.189907529504759,0.7620612978935242,0.9987595081329346,0.03910472575140775
000001_0033.png,36.75364929186564,0.9780603276732291,0.058268431574106216,0.153846,0.270696362283806,0.6929427981376648,0.98916095495224,0.1255572899342597
